awayTeamCode,game_id,homeTeamCode,homeTeamWon,isPlayoffGame,season,total_games_played_by_home,total_games_played_by_away,total_wins_home,total_losses_home,total_wins_away,total_losses_away,last_10_games_win_home,last_10_games_win_away,last_meeting_result,last_game_result_home,last_game_result_away
WSH,20458,WPG,0,0,2011,30,29,14,16,15,14,6,4,1,1.0,0.0
EDM,20459,ARI,1,0,2011,30,30,15,15,14,16,4,4,1,0.0,0.0
COL,20460,SJS,1,0,2011,28,31,15,13,14,17,3,5,0,0.0,1.0
DAL,20461,NJD,1,0,2011,30,30,16,14,18,12,5,6,0,1.0,1.0
TOR,20462,BUF,1,0,2011,30,30,15,15,16,14,3,5,0,0.0,1.0
PIT,20463,OTT,1,0,2011,32,31,14,18,17,14,4,5,1,0.0,0.0
CGY,20464,FLA,1,0,2011,31,31,16,15,14,17,4,6,1,0.0,0.0
ANA,20465,CHI,1,0,2011,31,30,19,12,9,21,7,3,1,1.0,1.0
BOS,20466,PHI,0,0,2011,30,30,20,10,20,10,9,7,1,1.0,1.0
VAN,20467,TOR,0,0,2011,31,31,16,15,18,13,5,7,1,0.0,0.0
NJD,20468,MTL,0,0,2011,32,31,13,19,17,14,3,5,0,0.0,1.0
BUF,20469,PIT,1,0,2011,32,31,17,15,16,15,5,4,0,0.0,1.0
ANA,20470,WPG,1,0,2011,31,31,14,17,9,22,6,3,1,0.0,0.0
LAK,20471,DET,1,0,2011,30,31,19,11,14,17,7,3,1,0.0,1.0
TBL,20472,CBJ,0,0,2011,31,31,9,22,13,18,4,3,0,0.0,1.0
STL,20473,NSH,1,0,2011,31,30,16,15,18,12,6,8,1,1.0,1.0
NYI,20474,MIN,0,0,2011,32,29,20,12,9,20,7,4,1,0.0,0.0
NYR,20475,ARI,0,0,2011,31,29,16,15,17,12,5,6,0,1.0,0.0
WSH,20476,COL,1,0,2011,32,30,14,18,16,14,5,4,1,0.0,1.0
EDM,20477,SJS,1,0,2011,29,31,16,13,14,17,3,3,0,1.0,0.0
CAR,20478,FLA,1,0,2011,32,33,17,15,10,23,5,2,1,1.0,1.0
CGY,20479,CHI,1,0,2011,32,32,20,12,14,18,8,5,1,1.0,0.0
CBJ,20480,STL,1,0,2011,31,32,18,13,9,23,7,3,0,0.0,0.0
MTL,20481,BOS,1,0,2011,31,33,21,10,13,20,8,3,1,1.0,0.0
LAK,20482,TOR,0,0,2011,32,32,16,16,14,18,4,3,0,0.0,0.0
ANA,20483,DAL,1,0,2011,31,32,18,13,9,23,5,3,1,0.0,0.0
PHI,20484,COL,1,0,2011,33,31,15,18,20,11,5,8,0,1.0,0.0
DET,20485,EDM,0,0,2011,32,31,14,18,20,11,2,7,1,0.0,1.0
MIN,20486,VAN,1,0,2011,32,33,19,13,20,13,7,7,1,1.0,0.0
NYR,20487,NJD,0,0,2011,32,30,18,14,18,12,6,6,0,1.0,1.0
CHI,20488,PIT,1,0,2011,33,33,18,15,21,12,5,8,0,1.0,1.0
NSH,20489,WSH,1,0,2011,31,32,16,15,17,15,4,7,0,0.0,1.0
BUF,20490,OTT,1,0,2011,33,32,15,18,16,16,4,4,1,1.0,0.0
ARI,20491,FLA,0,0,2011,33,32,18,15,16,16,6,4,1,1.0,0.0
NYI,20492,WPG,0,0,2011,32,30,15,17,10,20,6,5,1,1.0,1.0
MIN,20493,CGY,1,0,2011,33,34,14,19,20,14,4,6,0,0.0,0.0
ARI,20494,CAR,0,0,2011,34,33,10,24,17,16,2,4,1,0.0,1.0
MTL,20495,CHI,1,0,2011,34,34,21,13,13,21,7,3,0,0.0,0.0
PHI,20496,DAL,0,0,2011,32,32,19,13,20,12,6,7,1,1.0,0.0
STL,20497,COL,1,0,2011,34,32,16,18,19,13,6,7,0,1.0,1.0
DET,20498,VAN,1,0,2011,33,32,20,13,21,11,7,7,1,1.0,1.0
TBL,20499,SJS,1,0,2011,30,32,17,13,14,18,4,3,0,1.0,1.0
BUF,20500,TOR,1,0,2011,33,33,16,17,16,17,3,3,1,0.0,0.0
NYI,20501,NYR,1,0,2011,31,31,19,12,11,20,6,5,1,1.0,1.0
FLA,20502,OTT,1,0,2011,34,34,16,18,18,16,4,5,0,1.0,0.0
CBJ,20503,NSH,1,0,2011,33,33,17,16,9,24,6,3,1,0.0,0.0
MTL,20504,WPG,1,0,2011,33,35,15,18,13,22,6,3,0,0.0,0.0
DET,20505,CGY,1,0,2011,34,33,15,19,21,12,5,6,0,1.0,0.0
MIN,20506,EDM,1,0,2011,33,35,14,19,20,15,2,5,0,0.0,0.0
ANA,20507,LAK,1,0,2011,33,33,15,18,9,24,4,3,1,1.0,0.0
FLA,20508,BOS,1,0,2011,32,35,22,10,18,17,8,5,0,1.0,0.0
WSH,20509,NJD,1,0,2011,33,32,18,15,17,15,6,5,0,0.0,1.0
TOR,20510,NYI,0,0,2011,32,34,11,21,17,17,4,3,1,0.0,1.0
PHI,20511,NYR,1,0,2011,32,33,20,12,21,12,6,8,0,1.0,1.0
OTT,20512,CAR,1,0,2011,35,35,10,25,17,18,2,5,1,0.0,1.0
PIT,20513,WPG,0,0,2011,34,34,16,18,19,15,7,5,1,1.0,1.0
NSH,20514,DAL,1,0,2011,33,34,19,14,18,16,6,7,0,0.0,1.0
TBL,20515,COL,1,0,2011,35,33,17,18,14,19,6,3,1,1.0,0.0
STL,20516,ARI,0,0,2011,34,33,18,16,19,14,5,6,1,1.0,0.0
CGY,20517,VAN,0,0,2011,34,35,21,13,16,19,7,5,1,1.0,1.0
LAK,20518,SJS,1,0,2011,31,34,18,13,16,18,5,4,0,1.0,1.0
COL,20519,MIN,0,0,2011,36,36,20,16,18,18,4,6,0,0.0,1.0
WSH,20520,BUF,1,0,2011,34,33,16,18,17,16,3,5,1,0.0,0.0
NYI,20521,NYR,1,0,2011,33,33,21,12,11,22,6,4,1,1.0,0.0
NJD,20522,CAR,1,0,2011,36,34,11,25,19,15,3,7,1,1.0,1.0
DAL,20523,STL,1,0,2011,34,34,20,14,20,14,6,6,1,1.0,1.0
DET,20524,NSH,0,0,2011,35,34,18,17,21,13,6,5,1,0.0,0.0
CBJ,20525,CHI,1,0,2011,35,34,22,13,9,25,8,3,0,1.0,0.0
EDM,20526,VAN,1,0,2011,35,34,21,14,15,19,7,3,0,0.0,1.0
ARI,20527,LAK,1,0,2011,35,35,16,19,18,17,3,5,1,0.0,0.0
ANA,20528,SJS,0,0,2011,32,34,19,13,9,25,5,2,0,1.0,0.0
CAR,20529,PIT,1,0,2011,35,37,20,15,12,25,6,4,1,1.0,1.0
CGY,20530,CBJ,0,0,2011,35,36,9,26,17,19,2,6,1,0.0,1.0
MTL,20531,OTT,0,0,2011,36,36,17,19,13,23,5,3,1,0.0,0.0
PHI,20532,TBL,1,0,2011,34,34,14,20,21,13,3,7,1,0.0,0.0
TOR,20533,FLA,1,0,2011,36,35,18,18,18,17,4,4,1,0.0,1.0
STL,20534,DET,1,0,2011,35,35,22,13,21,14,6,7,1,1.0,1.0
WPG,20535,COL,0,0,2011,37,35,19,18,16,19,6,6,1,1.0,0.0
BUF,20536,NJD,1,0,2011,35,35,19,16,17,18,7,4,1,0.0,1.0
NYR,20537,WSH,1,0,2011,34,34,17,17,22,12,5,7,0,0.0,1.0
MIN,20538,NSH,1,0,2011,36,37,18,18,20,17,6,3,1,0.0,0.0
LAK,20539,CHI,0,0,2011,36,36,23,13,17,19,8,4,0,1.0,1.0
BOS,20540,ARI,0,0,2011,36,33,18,18,23,10,4,8,1,0.0,1.0
VAN,20541,SJS,0,0,2011,33,36,19,14,22,14,5,7,1,0.0,1.0
CGY,20542,NYI,1,0,2011,34,37,11,23,18,19,3,6,0,0.0,1.0
PHI,20543,PIT,0,0,2011,36,35,21,15,21,14,6,6,1,1.0,0.0
TOR,20544,CAR,1,0,2011,38,36,12,26,18,18,4,4,1,0.0,0.0
MTL,20545,TBL,1,0,2011,35,37,15,20,14,23,4,3,1,1.0,1.0
EDM,20546,MIN,1,0,2011,38,35,20,18,15,20,2,3,1,0.0,0.0
LAK,20547,WPG,1,0,2011,36,37,17,19,18,19,6,5,1,1.0,1.0
CBJ,20548,DAL,0,0,2011,35,36,20,15,9,27,5,2,1,0.0,0.0
ARI,20549,COL,1,0,2011,38,37,19,19,18,19,6,3,1,0.0,0.0
VAN,20550,ANA,0,0,2011,35,37,10,25,23,14,3,7,0,1.0,1.0
BUF,20551,WSH,1,0,2011,35,36,18,17,17,19,5,3,1,1.0,0.0
CGY,20552,OTT,1,0,2011,37,38,17,20,18,20,4,5,1,0.0,0.0
NYR,20553,FLA,0,0,2011,37,35,19,18,22,13,4,7,1,1.0,0.0
NSH,20554,STL,0,0,2011,36,37,21,15,19,18,7,7,0,0.0,1.0
DET,20555,CHI,1,0,2011,37,36,23,14,23,13,7,7,0,0.0,1.0
PIT,20556,NJD,1,0,2011,36,37,20,16,21,16,7,5,0,1.0,0.0
EDM,20557,NYI,1,0,2011,35,36,12,23,15,21,3,2,1,1.0,0.0
CAR,20558,TBL,1,0,2011,36,39,16,20,13,26,5,5,0,1.0,1.0
MTL,20559,FLA,1,0,2011,38,38,19,19,14,24,3,3,1,0.0,0.0
ARI,20560,MIN,0,0,2011,39,38,21,18,18,20,2,3,1,1.0,0.0
OTT,20561,BUF,0,0,2011,37,38,17,20,18,20,3,5,0,0.0,1.0
TOR,20562,WPG,1,0,2011,37,37,18,19,18,19,6,3,0,1.0,0.0
STL,20563,DET,1,0,2011,37,37,23,14,21,16,6,6,1,0.0,0.0
WSH,20564,CBJ,0,0,2011,37,36,10,27,19,17,2,6,0,1.0,1.0
BOS,20565,DAL,1,0,2011,36,34,20,16,24,10,5,8,0,0.0,1.0
COL,20566,ANA,0,0,2011,36,39,10,26,20,19,3,7,1,0.0,1.0
VAN,20567,LAK,1,0,2011,38,38,18,20,24,14,5,7,1,0.0,1.0
CGY,20568,NSH,1,0,2011,38,39,20,18,18,21,7,4,0,1.0,0.0
NYR,20569,PHI,0,0,2011,36,36,22,14,23,13,6,7,0,1.0,1.0
NJD,20570,OTT,1,0,2011,39,37,19,20,21,16,6,7,0,1.0,1.0
EDM,20571,CHI,0,0,2011,38,37,24,14,15,22,8,2,0,1.0,0.0
SJS,20572,VAN,0,0,2011,39,34,24,15,19,15,6,5,1,0.0,0.0
COL,20573,LAK,0,0,2011,39,40,19,20,21,19,6,8,1,1.0,1.0
EDM,20574,BUF,1,0,2011,38,38,17,21,16,22,2,3,1,0.0,1.0
TBL,20575,TOR,1,0,2011,38,37,18,20,17,20,3,6,0,0.0,1.0
CGY,20576,WSH,1,0,2011,37,40,20,17,18,22,6,4,1,1.0,0.0
NYI,20577,CAR,0,0,2011,40,36,13,27,13,23,4,4,1,0.0,1.0
ARI,20578,STL,1,0,2011,38,39,21,17,19,20,5,4,1,0.0,1.0
DET,20579,DAL,0,0,2011,37,38,21,16,24,14,6,6,1,1.0,1.0
WPG,20580,MTL,1,0,2011,39,38,14,25,19,19,3,6,1,0.0,1.0
BOS,20581,NJD,0,0,2011,38,35,21,17,24,11,7,7,1,0.0,0.0
MIN,20582,VAN,1,0,2011,40,40,24,16,21,19,6,1,1,0.0,0.0
SJS,20583,ANA,0,0,2011,37,35,10,27,20,15,2,5,1,0.0,1.0
CGY,20584,BOS,1,0,2011,36,41,25,11,18,23,8,4,0,1.0,0.0
WPG,20585,TOR,1,0,2011,39,39,19,20,19,20,4,6,1,1.0,0.0
FLA,20586,NYR,1,0,2011,37,39,24,13,20,19,7,4,0,1.0,1.0
CHI,20587,PHI,1,0,2011,37,39,22,15,24,15,5,7,0,0.0,0.0
TBL,20588,OTT,1,0,2011,40,38,20,20,17,21,7,5,0,1.0,0.0
EDM,20589,STL,1,0,2011,39,39,22,17,16,23,5,2,1,1.0,0.0
DAL,20590,NSH,0,0,2011,39,38,21,18,21,17,7,5,0,1.0,0.0
ARI,20591,LAK,1,0,2011,40,40,19,21,19,21,6,4,1,0.0,0.0
CBJ,20592,SJS,1,0,2011,36,38,21,15,10,28,6,2,0,1.0,0.0
FLA,20593,NJD,1,0,2011,39,40,21,18,20,20,6,4,0,0.0,0.0
NYR,20594,PIT,0,0,2011,38,38,21,17,25,13,5,8,0,0.0,1.0
BUF,20595,CAR,1,0,2011,41,39,13,28,18,21,4,3,1,0.0,1.0
COL,20596,CHI,0,0,2011,40,41,24,16,22,19,6,8,0,0.0,1.0
NYI,20597,ANA,1,0,2011,38,37,10,28,14,23,2,5,0,0.0,1.0
VAN,20598,BOS,0,0,2011,37,41,26,11,25,16,9,7,1,1.0,1.0
OTT,20599,PHI,1,0,2011,38,41,23,15,21,20,5,7,1,1.0,1.0
EDM,20600,DAL,1,0,2011,39,40,22,17,16,24,5,2,0,1.0,0.0
CBJ,20601,LAK,0,0,2011,41,39,20,21,10,29,6,2,1,1.0,0.0
WPG,20602,BUF,0,0,2011,40,40,18,22,19,21,3,5,0,0.0,0.0
DET,20603,TOR,1,0,2011,40,39,20,20,25,14,4,6,0,1.0,1.0
TBL,20604,MTL,1,0,2011,40,39,15,25,17,22,3,5,0,1.0,0.0
NJD,20605,PIT,0,0,2011,39,40,21,18,22,18,5,6,0,0.0,1.0
COL,20606,STL,1,0,2011,40,42,23,17,23,19,5,9,0,1.0,1.0
CAR,20607,NSH,1,0,2011,40,42,21,19,14,28,6,5,0,0.0,1.0
NYI,20608,ARI,1,0,2011,41,38,19,22,14,24,3,5,0,0.0,0.0
MIN,20609,CGY,1,0,2011,42,41,18,24,21,20,4,1,0,0.0,0.0
WSH,20610,SJS,1,0,2011,37,38,22,15,21,17,7,6,1,1.0,1.0
PHI,20611,OTT,1,0,2011,42,39,21,21,24,15,7,5,1,0.0,1.0
DET,20612,CHI,0,0,2011,41,40,24,17,25,15,5,6,0,0.0,0.0
CBJ,20613,ANA,1,0,2011,39,40,11,28,11,29,3,2,0,1.0,1.0
VAN,20614,FLA,1,0,2011,41,42,20,21,26,16,4,7,0,0.0,1.0
WSH,20615,LAK,1,0,2011,42,39,20,22,21,18,6,6,0,0.0,0.0
WPG,20616,BOS,1,0,2011,38,41,26,12,20,21,8,6,1,0.0,1.0
BUF,20617,TOR,1,0,2011,41,41,21,20,18,23,5,2,1,1.0,0.0
DET,20618,NYI,1,0,2011,39,41,14,25,26,15,5,6,0,0.0,1.0
ARI,20619,NYR,1,0,2011,39,42,26,13,20,22,9,4,1,1.0,1.0
OTT,20620,PIT,0,0,2011,40,43,21,19,22,21,4,7,0,0.0,1.0
PHI,20621,CAR,0,0,2011,43,40,14,29,24,16,4,4,1,0.0,0.0
STL,20622,MTL,0,0,2011,41,41,16,25,24,17,3,6,0,1.0,1.0
VAN,20623,TBL,0,0,2011,40,43,17,23,26,17,5,6,1,0.0,0.0
SJS,20624,MIN,1,0,2011,42,38,21,21,23,15,1,8,1,0.0,1.0
CBJ,20625,CHI,1,0,2011,42,41,24,18,11,30,4,2,0,0.0,0.0
NSH,20626,COL,0,0,2011,43,41,23,20,22,19,8,6,1,0.0,1.0
NJD,20627,CGY,1,0,2011,43,41,19,24,23,18,5,6,0,1.0,1.0
DAL,20628,ANA,1,0,2011,40,40,12,28,23,17,3,5,0,1.0,1.0
PIT,20629,WSH,1,0,2011,40,41,21,19,21,20,5,4,0,0.0,0.0
NJD,20630,EDM,0,0,2011,41,42,16,25,23,19,2,5,1,0.0,0.0
MTL,20631,BOS,1,0,2011,39,42,27,12,16,26,8,3,1,1.0,0.0
PHI,20632,NYI,0,0,2011,40,41,15,25,25,16,5,5,0,1.0,1.0
OTT,20633,NYR,0,0,2011,40,44,27,13,23,21,9,7,1,1.0,1.0
CAR,20634,TBL,0,0,2011,41,44,17,24,14,30,4,4,0,0.0,0.0
ARI,20635,DET,1,0,2011,42,43,26,16,20,23,5,3,0,0.0,0.0
VAN,20636,STL,0,0,2011,42,44,25,17,27,17,6,6,1,1.0,1.0
COL,20637,NSH,1,0,2011,42,44,23,19,23,21,6,7,1,1.0,0.0
SJS,20638,WPG,0,0,2011,42,39,20,22,23,16,5,7,1,0.0,0.0
MIN,20639,CHI,1,0,2011,43,43,25,18,22,21,4,2,0,1.0,1.0
ANA,20640,CGY,1,0,2011,44,41,20,24,13,28,5,4,0,1.0,1.0
DAL,20641,LAK,0,0,2011,43,41,21,22,23,18,6,5,0,1.0,0.0
TBL,20642,WSH,1,0,2011,41,42,22,19,17,25,6,3,1,1.0,0.0
ARI,20643,CBJ,1,0,2011,42,44,11,31,20,24,2,2,0,0.0,0.0
TOR,20644,BUF,1,0,2011,42,42,18,24,22,20,2,6,0,0.0,1.0
PIT,20645,FLA,0,0,2011,42,42,21,21,21,21,4,4,1,1.0,0.0
ANA,20646,EDM,0,0,2011,42,42,16,26,13,29,2,4,1,0.0,0.0
CHI,20647,DET,1,0,2011,43,44,27,16,26,18,6,5,1,1.0,1.0
COL,20648,DAL,0,0,2011,42,45,24,18,23,22,5,6,0,1.0,0.0
NYR,20649,TOR,0,0,2011,43,41,22,21,27,14,6,8,1,0.0,0.0
OTT,20650,MTL,0,0,2011,43,45,16,27,24,21,3,7,0,0.0,1.0
BUF,20651,NYI,1,0,2011,41,43,15,26,19,24,4,3,1,0.0,1.0
BOS,20652,CAR,1,0,2011,45,40,15,30,28,12,5,8,0,1.0,1.0
NJD,20653,WPG,0,0,2011,43,43,20,23,24,19,5,6,1,0.0,1.0
SJS,20654,CBJ,0,0,2011,43,40,12,31,24,16,3,7,1,1.0,1.0
MIN,20655,STL,1,0,2011,43,44,25,18,22,22,6,2,1,0.0,0.0
PHI,20656,NSH,1,0,2011,43,42,24,19,26,16,7,6,1,1.0,1.0
LAK,20657,CGY,0,0,2011,45,44,21,24,21,23,5,5,1,1.0,0.0
PIT,20658,TBL,0,0,2011,43,43,17,26,22,21,3,4,1,0.0,1.0
CAR,20659,WSH,1,0,2011,42,46,23,19,16,30,6,5,1,1.0,1.0
NYR,20660,MTL,1,0,2011,44,42,16,28,28,14,3,8,1,0.0,1.0
SJS,20661,CHI,1,0,2011,45,41,26,19,25,16,4,7,1,0.0,1.0
LAK,20662,EDM,1,0,2011,43,45,16,27,22,23,2,6,1,0.0,1.0
ANA,20663,VAN,0,0,2011,45,43,28,17,14,29,7,5,1,1.0,1.0
NSH,20664,NYI,0,0,2011,42,44,16,26,25,19,5,7,1,1.0,1.0
COL,20665,ARI,1,0,2011,45,46,20,25,24,22,2,6,1,0.0,1.0
WPG,20666,OTT,0,0,2011,46,44,25,21,20,24,8,4,0,1.0,0.0
BOS,20667,FLA,0,0,2011,43,41,21,22,28,13,3,7,0,0.0,0.0
BUF,20668,DET,1,0,2011,44,44,28,16,19,25,7,3,1,1.0,0.0
DAL,20669,STL,1,0,2011,44,43,26,18,24,19,6,5,1,1.0,0.0
OTT,20670,TOR,0,0,2011,44,47,22,22,25,22,5,8,0,0.0,0.0
WPG,20671,NJD,1,0,2011,44,45,25,19,21,24,6,5,1,1.0,1.0
NSH,20672,NYR,1,0,2011,43,45,28,15,26,19,7,8,0,0.0,1.0
MIN,20673,PHI,1,0,2011,43,45,26,17,22,23,5,2,1,0.0,0.0
CAR,20674,PIT,1,0,2011,44,47,23,21,16,31,4,4,1,1.0,0.0
NYI,20675,WSH,0,0,2011,43,43,24,19,16,27,7,5,1,1.0,0.0
EDM,20676,CBJ,1,0,2011,44,44,12,32,17,27,3,2,1,0.0,1.0
BOS,20677,TBL,1,0,2011,44,42,17,27,29,13,3,7,1,0.0,1.0
DET,20678,DAL,0,0,2011,44,45,24,20,29,16,4,7,1,0.0,1.0
LAK,20679,VAN,0,0,2011,46,46,28,18,22,24,6,5,0,0.0,0.0
CGY,20680,SJS,1,0,2011,42,46,25,17,21,25,6,4,0,0.0,0.0
WSH,20681,MTL,0,0,2011,45,44,17,28,24,20,4,7,0,1.0,0.0
BUF,20682,CHI,1,0,2011,46,45,27,19,19,26,4,2,0,1.0,0.0
FLA,20683,COL,1,0,2011,47,44,24,23,21,23,5,3,0,0.0,0.0
ARI,20684,ANA,1,0,2011,44,46,15,29,21,25,6,3,0,1.0,1.0
MIN,20685,TOR,1,0,2011,45,46,22,23,22,24,4,2,1,0.0,0.0
BOS,20686,NJD,0,0,2011,45,43,26,19,29,14,7,6,1,1.0,0.0
PIT,20687,NYR,0,0,2011,44,45,29,15,24,21,7,4,0,1.0,1.0
NYI,20688,PHI,0,0,2011,44,44,27,17,17,27,6,6,0,1.0,1.0
NSH,20689,CBJ,0,0,2011,45,46,13,32,26,20,4,8,0,1.0,0.0
EDM,20690,STL,1,0,2011,45,45,27,18,17,28,6,2,1,1.0,0.0
BUF,20691,WPG,1,0,2011,46,46,21,25,19,27,4,2,1,0.0,0.0
DET,20692,ARI,0,0,2011,47,46,21,26,30,16,3,7,1,0.0,1.0
CGY,20693,LAK,0,0,2011,47,47,23,24,21,26,5,3,1,1.0,0.0
OTT,20694,SJS,0,0,2011,43,48,26,17,26,22,7,8,1,1.0,1.0
MTL,20695,PIT,1,0,2011,46,46,25,21,17,29,4,4,1,1.0,0.0
WSH,20696,CAR,1,0,2011,48,45,16,32,25,20,4,7,1,0.0,1.0
FLA,20697,CHI,1,0,2011,47,45,28,19,21,24,5,3,1,1.0,0.0
TBL,20698,DAL,0,0,2011,45,45,24,21,18,27,4,3,1,0.0,1.0
NYR,20699,BOS,0,0,2011,44,45,30,14,29,16,6,7,0,1.0,0.0
PHI,20700,NJD,0,0,2011,46,45,26,20,27,18,6,6,1,0.0,0.0
SJS,20701,VAN,1,0,2011,47,44,28,19,26,18,5,7,1,0.0,0.0
MTL,20702,TOR,0,0,2011,46,47,23,23,17,30,5,3,1,1.0,0.0
CAR,20703,NYI,1,0,2011,45,49,18,27,17,32,6,4,1,1.0,1.0
CBJ,20704,DET,1,0,2011,47,46,31,16,13,33,8,4,1,1.0,0.0
OTT,20705,ANA,1,0,2011,45,49,16,29,27,22,6,8,1,1.0,1.0
FLA,20706,WPG,0,0,2011,47,46,22,25,21,25,4,3,1,1.0,0.0
BUF,20707,STL,1,0,2011,46,47,28,18,19,28,7,2,1,1.0,0.0
CHI,20708,NSH,1,0,2011,47,48,27,20,29,19,8,5,1,1.0,1.0
TBL,20709,ARI,0,0,2011,48,46,21,27,19,27,3,3,1,0.0,1.0
DAL,20710,MIN,1,0,2011,47,46,22,25,24,22,2,4,0,0.0,0.0
CGY,20711,EDM,0,0,2011,46,48,17,29,22,26,2,4,0,0.0,1.0
COL,20712,LAK,0,0,2011,48,48,23,25,25,23,5,6,1,0.0,1.0
BOS,20713,PHI,0,0,2011,46,45,28,18,30,15,6,6,1,1.0,0.0
WSH,20714,PIT,1,0,2011,47,46,26,21,25,21,5,6,0,1.0,0.0
COL,20715,ANA,1,0,2011,46,49,17,29,26,23,7,6,1,1.0,1.0
NYI,20716,TOR,1,0,2011,47,46,23,24,19,27,5,6,0,0.0,1.0
WPG,20717,CAR,1,0,2011,50,48,17,33,22,26,4,3,0,0.0,0.0
STL,20718,DET,1,0,2011,48,47,32,16,29,18,8,8,1,1.0,1.0
CBJ,20719,NSH,1,0,2011,48,47,28,20,13,34,8,3,1,1.0,0.0
SJS,20720,EDM,1,0,2011,47,45,17,30,26,19,2,6,1,0.0,0.0
OTT,20721,LAK,1,0,2011,49,50,23,26,27,23,4,7,1,0.0,0.0
BUF,20722,NJD,0,0,2011,47,48,26,21,19,29,5,2,1,0.0,0.0
TOR,20723,NYI,0,0,2011,47,48,19,28,24,24,5,6,1,0.0,1.0
WPG,20724,NYR,1,0,2011,46,49,30,16,22,27,7,3,0,1.0,0.0
BOS,20725,WSH,1,0,2011,47,46,25,22,31,15,5,6,1,0.0,1.0
CBJ,20726,TBL,1,0,2011,47,48,20,27,13,35,3,3,1,1.0,0.0
PHI,20727,FLA,0,0,2011,47,47,22,25,28,19,3,6,0,1.0,0.0
PIT,20728,STL,0,0,2011,48,48,29,19,27,21,8,6,1,0.0,1.0
NSH,20729,CHI,0,0,2011,49,49,29,20,29,20,5,8,0,0.0,1.0
ANA,20730,DAL,1,0,2011,47,47,24,23,18,29,3,8,1,0.0,1.0
MIN,20731,COL,0,0,2011,50,48,26,24,23,25,5,3,1,0.0,1.0
SJS,20732,CGY,0,0,2011,49,46,23,26,26,20,5,5,1,1.0,0.0
OTT,20733,ARI,1,0,2011,49,51,21,28,27,24,2,6,1,0.0,0.0
EDM,20734,VAN,1,0,2011,48,48,29,19,18,30,5,2,0,1.0,1.0
DET,20735,MTL,1,0,2011,48,49,18,30,33,16,4,8,0,1.0,1.0
OTT,20736,BOS,1,0,2011,47,52,31,16,27,25,5,6,0,0.0,0.0
NYR,20737,NJD,1,0,2011,48,47,26,22,31,16,5,7,0,0.0,1.0
WPG,20738,PHI,0,0,2011,48,50,29,19,22,28,6,3,1,1.0,0.0
TOR,20739,PIT,1,0,2011,49,49,28,21,25,24,7,6,1,1.0,1.0
NYI,20740,CAR,0,0,2011,51,48,18,33,19,29,5,5,1,1.0,0.0
BUF,20741,MTL,0,0,2011,49,49,19,30,20,29,5,2,0,1.0,1.0
WSH,20742,TBL,1,0,2011,48,48,21,27,26,22,4,5,0,1.0,1.0
NSH,20743,MIN,0,0,2011,49,50,24,25,30,20,3,9,1,1.0,1.0
DET,20744,CGY,0,0,2011,50,50,23,27,33,17,5,8,0,0.0,0.0
ANA,20745,ARI,0,0,2011,50,48,22,28,18,30,3,8,1,1.0,0.0
COL,20746,EDM,1,0,2011,49,51,18,31,26,25,2,4,1,0.0,0.0
CHI,20747,VAN,1,0,2011,49,50,30,19,29,21,6,5,1,1.0,0.0
CBJ,20748,SJS,1,0,2011,47,49,27,20,13,36,5,3,0,1.0,0.0
NYR,20749,BUF,0,0,2011,50,48,21,29,31,17,3,6,0,1.0,0.0
PIT,20750,TOR,1,0,2011,50,50,25,25,29,21,5,8,1,0.0,1.0
WSH,20751,FLA,1,0,2011,48,49,22,26,26,23,3,5,1,0.0,0.0
DAL,20752,ANA,0,0,2011,49,48,19,30,25,23,8,4,0,1.0,1.0
CBJ,20753,LAK,1,0,2011,50,50,24,26,13,37,5,2,1,1.0,0.0
CAR,20754,BOS,0,0,2011,48,52,32,16,18,34,6,4,0,1.0,0.0
MTL,20755,NJD,1,0,2011,49,50,27,22,19,31,6,4,1,1.0,0.0
NSH,20756,PHI,1,0,2011,49,51,29,20,31,20,5,9,0,0.0,1.0
WPG,20757,TBL,0,0,2011,49,51,22,27,23,28,5,3,0,1.0,1.0
MIN,20758,COL,0,0,2011,52,50,26,26,24,26,3,3,1,0.0,0.0
CHI,20759,EDM,1,0,2011,50,51,19,31,29,22,3,5,1,1.0,0.0
DET,20760,VAN,0,0,2011,50,51,31,19,34,17,7,8,1,1.0,1.0
DAL,20761,SJS,1,0,2011,48,49,28,20,26,23,5,4,0,1.0,1.0
NYI,20762,OTT,0,0,2011,53,49,27,26,20,29,5,6,0,0.0,1.0
WPG,20763,FLA,1,0,2011,49,52,23,26,24,28,3,4,0,1.0,1.0
LAK,20764,STL,1,0,2011,49,51,29,20,25,26,7,5,1,0.0,1.0
CHI,20765,CGY,1,0,2011,51,52,23,28,29,23,5,5,1,0.0,0.0
CBJ,20766,ANA,0,0,2011,50,51,19,31,13,38,7,2,0,0.0,0.0
PIT,20767,BOS,0,0,2011,49,51,32,17,29,22,5,8,1,0.0,0.0
NJD,20768,PHI,0,0,2011,50,50,30,20,28,22,6,6,1,1.0,1.0
WSH,20769,MTL,0,0,2011,51,50,19,32,26,24,3,5,0,0.0,0.0
VAN,20770,COL,0,0,2011,53,51,26,27,31,20,3,6,1,0.0,0.0
TOR,20771,OTT,0,0,2011,54,51,27,27,26,25,4,5,1,0.0,1.0
BUF,20772,NYI,0,0,2011,50,51,21,29,21,30,6,3,1,1.0,0.0
LAK,20773,CAR,1,0,2011,53,52,19,34,25,27,5,5,0,1.0,0.0
